Position,Player Name,Team Name,Nationality,Height,Weight,Age,Condition,Overall Rating
RMF,F. PACHECO,SPORTING CRISTAL,PERU,176,70,19,C,60
CB,R. GARCÉS,SPORTING CRISTAL,PERU,180,76,22,C,60
GK,D. MARZINO,YOUNG BOYS,SWITZERLAND,184,77,22,C,60
CB,A. POUNGOURAS,PANATHINAIKOS,GREECE,185,78,23,C,60
RWF,E. RAMÍREZ,ALIANZA LIMA,PERU,175,75,20,C,60
DMF,S. ADRIAN,MALMÖ FF,SWEDEN,180,78,20,C,60
CF,J. VALENCIA,MILLONARIOS,COLOMBIA,192,80,19,C,60
CMF,B. URBAŃSKI,WILLEM II,POLAND,174,61,20,C,60
LWF,ZÉ PEDRO,FEIRENSE,PORTUGAL,175,69,21,C,60
LWF,L. MATARESE,FROSINONE,ITALY,180,78,20,C,60
CF,ALLEF,VITÓRIA SETÚBAL,BRAZIL,175,72,24,C,60
RB,D. DÍAZ,SAN LUIS,CHILE,174,63,22,C,60
CB,G. ROJAS,SAN LUIS,CHILE,179,72,19,C,60
LB,I. ROLDÁN,SAN LUIS,CHILE,174,69,19,C,60
LB,O. RICHARDS,BERKSHIRE BLUES,ENGLAND,180,78,20,C,60
SS,C. OLIVARES,SPORTING CRISTAL,PERU,175,72,19,C,60
CMF,M. O'RILEY,WEST LONDON WHITE,ENGLAND,187,77,18,C,60
RWF,EMMANOUILIDIS,PANATHINAIKOS,GREECE,171,78,18,C,60
CB,K. DIMITRIOU,BASEL,GREECE,186,70,19,C,60
AMF,M. MELI,FIORENTINA,ITALY,175,70,18,C,60
RWF,A. DUDIK,SHAKHTAR DONETSK,UKRAINE,173,64,21,C,60
CMF,A. ERRICO,FROSINONE,ITALY,180,78,19,C,60
LB,N. MARFELT,SØNDERJYSKE,DENMARK,187,83,24,C,60
CF,L. BUADÉS,NÎMES,FRANCE,180,78,21,C,60
CMF,R. MCKENZIE,YORKSHIRE ORANGE,ENGLAND,180,78,20,C,60
LB,M. LÓPEZ,SPORTING CRISTAL,PERU,175,72,19,C,60
GK,S. LAITON,AUXERRE,FRANCE,180,78,18,C,60
GK,D. HENRY,SOUTH NORWOOD,ENGLAND,180,65,21,C,60

CB,L. KRAMER,GRONINGEN,NETHERLANDS,192,78,19,C,60
LB,C. SALDAÑA,PALESTINO,CHILE,175,72,20,C,60
CMF,Y. SMYRNYI,DYNAMO KYIV,UKRAINE,180,63,20,C,60
CB,B. DIABY,LOKEREN,SENEGAL,186,76,21,C,60
GK,Y. CLEMENTIA,NICE,FRANCE,188,80,21,C,60
CMF,N. RODES,SPORTING CHARLEROI,BELGIUM,191,75,21,C,60
LB,D. FEKA,LUZERN,KOSOVO,183,70,21,C,60
AMF,T. IVANOF,KORTRIJK,BELGIUM,176,67,21,C,60
CMF,N. BELOKO,FIORENTINA,CAMEROON,177,65,18,C,60
CB,ANDRE LUIS,SION,BRAZIL,186,80,32,C,60
LB,B. MORGADO,SION,SWITZERLAND,176,65,21,C,60
AMF,D. JUBITANA,WAASLAND-BEVEREN,BELGIUM,173,69,19,C,60
CMF,S. SPAHIU,ROYAL EXCEL MOUSCRON,BELGIUM,180,78,19,C,60
LMF,HAILE-SELASSIE,ZÜRICH,SWITZERLAND,176,65,19,C,60
GK,A. NURUDEEN,KAS EUPEN,GHANA,190,70,19,C,60
RB,C. MARTÍNEZ,KAS EUPEN,COSTA RICA,183,75,19,C,60
LMF,O. DZONLAGIC,THUN,SWITZERLAND,183,73,23,C,60
SS,R. TULLOCH,WEST MIDLANDS STRIPES,ENGLAND,180,78,17,C,60
GK,M. WOLFF,TIGRE,ARGENTINA,190,81,22,C,60
CB,N. FERGUSON,WEST MIDLANDS STRIPES,ENGLAND,180,78,18,C,60
DMF,C. YÜKSEL,GALATASARAY,TURKEY,170,68,20,C,60
CF,S. RENTERÍA,DEPORTIVO CALI,COLOMBIA,175,72,21,C,60
LMF,Y. ZABALETA,LEONES,COLOMBIA,175,72,22,C,60
GK,C. ARROYAVE,LEONES,COLOMBIA,182,77,23,C,60
GK,M. SOLÍS,SANTA FE,COLOMBIA,185,83,35,C,60
CB,J. GIRALDO,INDEPENDIENTE MEDELLÍN,COLOMBIA,192,75,20,C,60
CF,J. CAPACHO,ATLÉTICO BUCARAMANGA,COLOMBIA,175,72,20,C,60
CF,K. VIVEROS,AMÉRICA DE CALI,COLOMBIA,180,77,18,C,60
CB,K. RIVAS,AMÉRICA DE CALI,COLOMBIA,175,72,20,C,60
CF,M. GARCÍA,ONCE CALDAS,COLOMBIA,175,72,20,C,60
LB,A. GARCÍA,ONCE CALDAS,COLOMBIA,175,72,17,C,60
CB,L. RODRÍGUEZ,ENVIGADO,COLOMBIA,182,70,23,B,60

LMF,M. LÓPEZ,ENVIGADO,COLOMBIA,178,72,21,C,60
CB,S. RUIZ,ENVIGADO,COLOMBIA,185,79,21,C,60
RMF,I. ANGULO,ENVIGADO,COLOMBIA,170,72,19,B,60
CF,M. GÓMEZ,ENVIGADO,COLOMBIA,180,72,21,C,60
GK,S. ARANGO,BOYACÁ CHICÓ,COLOMBIA,180,70,22,C,60
RB,J. PEÑA,BOYACÁ CHICÓ,COLOMBIA,175,72,20,C,60
CF,J. JIMÉNEZ,RIONEGRO ÁGUILAS,COLOMBIA,185,79,21,C,60
LMF,J. OTÁLVARO,RIONEGRO ÁGUILAS,COLOMBIA,174,68,21,C,60
CB,E. OROZCO,RIONEGRO ÁGUILAS,COLOMBIA,180,70,20,C,60
LB,M. QUIÑÓNES,DEPORTIVO PASTO,COLOMBIA,180,72,22,C,60
RWF,J. QUIÑÓNES,DEPORTIVO PASTO,COLOMBIA,165,62,22,C,60
CMF,D. CONTRERAS,JAGUARES DE CÓRDOBA,COLOMBIA,172,62,24,C,60
GK,VITOR EUDES,CRUZEIRO,BRAZIL,195,85,20,C,60
CF,K. FERREYRA,ALIANZA LIMA,PERU,179,69,19,C,60
LMF,J. ANDREWS,SW RED,ENGLAND,178,78,21,C,60
CF,A. OTEH,NORTH WEST LONDON,ENGLAND,176,73,20,C,60
CF,L. MOULT,LN WHITE,ENGLAND,183,85,26,C,60
CF,J. CLARKE,YORKSHIRE WHITES,ENGLAND,180,69,18,C,60
LWF,M. FRESE,NORDSJÆLLAND,DENMARK,179,68,20,C,60
GK,O. OTTESEN,MIDTJYLLAND,DENMARK,183,78,20,C,60
CMF,V. EKANI,SØNDERJYSKE,CAMEROON,190,85,21,C,60
GK,Y. AYGÜN,GÖZTEPE,TURKEY,185,75,22,C,60
GK,J. RAMÍREZ,ATLÉTICO NACIONAL,COLOMBIA,181,73,21,C,60
CF,C. SIMPSON,LN WHITE,ENGLAND,196,78,18,C,60
CB,F. FISKER,SOUTH YORKSHIRE BLUES,DENMARK,180,78,20,C,60
GK,SIGNORI ANTÓNIO,BASEL,ANGOLA,185,78,24,C,60
AMF,P. VIVANCO,HUACHIPATO,PERU,175,72,18,C,60
CB,J. BARRO,TALLERES CÓRDOBA,ARGENTINA,185,72,17,C,60
CMF,A. TROFFA,GAZÉLEC AJACCIO,FRANCE,180,78,18,C,60
CMF,D. CAMPBELL,ABERDEEN,SCOTLAND,180,78,17,C,60
GK,D. MACKAY,KILMARNOCK,SCOTLAND,191,75,21,C,60
RB,A. COMRIE,ST. JOHNSTONE,SCOTLAND,181,65,21,C,60

CB,L. GORDON,ST. JOHNSTONE,SCOTLAND,182,77,22,C,60
CF,D. VALENCIA,UNIVERSIDAD CATÓLICA,CHILE,182,72,18,C,60
CB,K. LARA,CURICÓ UNIDO,CHILE,182,75,19,C,60
GK,E. LATYSHONOK,KRASNODAR,RUSSIA,188,74,20,C,60
GK,D. ADAMOV,KRASNODAR,RUSSIA,193,80,20,C,60
CMF,D. UTKIN,KRASNODAR,RUSSIA,182,69,19,C,60
CMF,E. HAMILTON,MAN RED,SCOTLAND,180,78,20,C,60
CB,RAYNE,RB BRASIL,BRAZIL,198,86,21,C,60
GK,C. MORENO,EVERTON,MEXICO,189,81,20,C,60
CB,J. SORIANO,UNIVERSIDAD CATÓLICA,CHILE,190,82,20,C,60
CF,O. ARAGON,MILLONARIOS,COLOMBIA,180,72,21,C,60
GK,ALEX DOS SANTOS,KB RED WHITE,BRAZIL,175,72,19,C,60
CB,T. HOLMES,BERKSHIRE BLUES,ENGLAND,180,78,18,C,60
SS,A. STEPHENS,SANTA CLARA,PANAMA,178,71,24,C,60
LWF,D. PINEDA,SANTA CLARA,EL SALVADOR,179,73,23,C,60
GK,MARCO PEREIRA,SANTA CLARA,PORTUGAL,187,82,31,C,60
CB,ACCIOLY,SANTA CLARA,BRAZIL,185,84,37,C,60
LMF,C. PAVEZ,CURICÓ UNIDO,CHILE,175,72,19,C,60
CMF,BO BREUKERS,FORTUNA SITTARD,NETHERLANDS,178,78,19,C,60
AMF,B. WILES,YORKSHIRE REDS,ENGLAND,172,66,19,C,60
RMF,R. MCGINLEY,YORKSHIRE REDS,NORTHERN IRELAND,175,65,18,C,60
CMF,O. ROJAS,AUDAX ITALIANO,CHILE,168,57,18,C,60
CMF,S. ESPOSITO,SPAL,ITALY,180,78,18,C,60
RB,T. GUNDELUND,VEJLE,DENMARK,180,78,17,C,60
RMF,M. AYDENIZ,ANKARAGÜCÜ,TURKEY,170,68,20,C,60
CMF,S. BREEV,ORENBURG,RUSSIA,177,72,31,C,60
GK,N. BAUMANN,LUGANO,SWITZERLAND,192,83,22,C,60
GK,V. POLETAEV,URAL,RUSSIA,188,78,18,C,60
CMF,J. NIEVA,AMÉRICA DE CALI,COLOMBIA,175,72,19,C,60
SS,M. CARREAZO,ONCE CALDAS,COLOMBIA,175,72,19,C,60
RWF,S. SONGANI,SØNDERJYSKE,ZIMBABWE,170,64,29,C,60
LB,I. KALININ,RUBIN KAZAN,UKRAINE,185,75,23,C,60

CF,I. IMAEV,AKHMAT GROZNY,RUSSIA,176,64,19,C,60
GK,A. SHEPLYAKOV,AKHMAT GROZNY,RUSSIA,200,88,22,C,60
LMF,M. MUHEIM,ST. GALLEN,SWITZERLAND,182,77,20,C,60
RWF,N. SUKACEV,GRASSHOPPER,SWITZERLAND,177,73,20,C,60
CB,A. CVETKOVIĆ,GRASSHOPPER,SERBIA,188,78,23,C,60
GK,C. BALDOVINO,ALIANZA PETROLERA,COLOMBIA,192,88,21,C,60
LWF,F. ČERNYCH,DINAMO MOSKVA,LITHUANIA,182,74,27,C,60
LWF,J. BOCANEGRA,JUNIOR,COLOMBIA,179,74,20,C,60
RB,M. GODINHO,HEARTS,CANADA,178,70,21,C,60
CF,L. CABEZAS,LA EQUIDAD,COLOMBIA,183,79,32,C,60
CF,A. MOSQUERA,LA EQUIDAD,COLOMBIA,185,85,30,C,60
CMF,C. RÚA,DEPORTIVO PASTO,COLOMBIA,175,70,26,C,60
CF,J. MOLINA,DEPORTIVO PASTO,COLOMBIA,181,78,25,C,60
RWF,Y. IVAKIN,ARSENAL TULA,RUSSIA,173,65,20,C,60
GK,V. SUGROBOV,ANZHI,RUSSIA,186,77,22,C,60
RWF,M. OGBOE,HAMILTON ACADEMICAL,GREECE,188,78,24,C,60
CMF,E. NAZARYNA,ANTWERP,UKRAINE,183,69,21,C,60
CMF,S. SARIKAYA,SİVASSPOR,TURKEY,170,68,19,C,60
LMF,M. ESKIHELLAÇ,YENİ MALATYASPOR,TURKEY,175,72,21,C,60
CB,O. KABAK,GALATASARAY,TURKEY,185,68,18,C,60
GK,J. JENSEN,ESBJERG,DENMARK,188,86,33,C,60
CF,W. MØLLER,ESBJERG,DENMARK,180,78,20,C,60
LB,IRIGOYEMBORDE,BÉZIERS,FRANCE,178,76,23,C,60
CB,M. JANSSEN,DE GRAAFSCHAP,NETHERLANDS,180,78,20,C,60
CB,J. VREMAN,DE GRAAFSCHAP,NETHERLANDS,180,78,20,C,60
RWF,D. BURGZORG,DE GRAAFSCHAP,NETHERLANDS,185,78,20,C,60
LB,M. ATALAY,BB ERZURUMSPOR,TURKEY,170,68,23,C,60
LMF,D. MCNEIL,LANCASHIRE CLARET,ENGLAND,180,78,19,C,60
RMF,H. TSITAISHVILI,DYNAMO KYIV,UKRAINE,171,63,18,C,60
LMF,J. BARRIOS,DEPORTIVO CALI,COLOMBIA,175,72,20,C,60
CMF,M. ISAZA,ATLÉTICO HUILA,COLOMBIA,184,76,23,C,60
RB,Ó. LEMUS,ATLÉTICO BUCARAMANGA,COLOMBIA,176,75,20,C,60

LB,M. MADSEN,HORSENS,DENMARK,180,78,16,C,60
GK,C. ARIZA,JAGUARES DE CÓRDOBA,COLOMBIA,175,72,22,C,60
RWF,M. BERDEN,VITESSE,NETHERLANDS,180,78,21,C,60
CF,C. NAVARRETE,UNIV. CONCEPCIÓN,CHILE,175,72,20,C,60
CF,S. MICOLTA,UNIÓN LA CALERA,ECUADOR,178,69,18,C,60
LB,H. GUENOUCHE,ZÜRICH,FRANCE,168,62,18,C,60
LB,K. IREP,LE HAVRE,FRANCE,183,80,23,C,60
CF,J. HAMILTON,LIVINGSTON,SCOTLAND,169,63,18,C,60
CF,M. KNOX,LIVINGSTON,SCOTLAND,170,64,19,C,60
CF,V. GLAENTZLIN,SOCHAUX,FRANCE,185,75,20,C,60
CF,M.E. BLOOMFIELD,HAMILTON ACADEMICAL,ENGLAND,191,78,22,C,60
AMF,A. SMITH,HAMILTON ACADEMICAL,ENGLAND,185,78,20,C,60
LB,T. TEKIN,ALANYASPOR,TURKEY,175,68,23,C,60
CB,Í. MÜLLER,PALESTINO,CHILE,180,73,19,C,60
RB,D. CAMARA BOS,EMMEN,NETHERLANDS,180,78,19,C,60
GK,R. FERGUSON,MOTHERWELL,SCOTLAND,188,78,21,C,60
CF,F. GARCÍA,LEONES,PARAGUAY,184,80,30,C,60
CMF,C. MACPHERSON,ST. MIRREN,SCOTLAND,180,78,20,C,60
LMF,R. GILES,WM GOLD,ENGLAND,178,70,18,C,60
LMF,K. VELASCO,DEPORTIVO CALI,COLOMBIA,171,65,21,C,60
GK,J. PUKAJ,BASEL,SWITZERLAND,191,78,18,C,60
RB,A. FEJZULLAHU,NEUCHÂTEL XAMAX,ALBANIA,185,77,25,C,60
GK,B. LATHOUWERS,ANTWERP,BELGIUM,191,83,19,C,60
CMF,M. ÖZYILDIRIM,KAYSERİSPOR,TURKEY,175,70,23,C,60
CB,A. SOKOL,ARSENAL TULA,RUSSIA,185,77,21,C,60
LWF,D. LESOVOY,ARSENAL TULA,UKRAINE,175,68,20,C,60
CB,J. LEE,SOUTH YORKSHIRE BLUES,ENGLAND,195,78,20,C,60
GK,CAIO VINICIUS,BOLOGNA,BRAZIL,175,72,19,C,60
CF,M. AKÇAY,KONYASPOR,TURKEY,170,68,20,C,60
CF,J. FAUCHER,RED STAR,FRANCE,177,72,27,C,60
CB,D. PALACIOS,ATLÉTICO HUILA,COLOMBIA,175,72,20,C,60
CB,I. MAREGA,CAEN,FRANCE,195,98,20,C,60

AMF,D. GROOTENHUIS,EMMEN,NETHERLANDS,180,78,21,C,60
RWF,K. OLDENBURGER,EMMEN,NETHERLANDS,180,78,22,C,60
CMF,S. STEIJN,VVV,NETHERLANDS,180,78,17,C,60
RWF,Y. ROEMER,VVV,NETHERLANDS,180,78,17,C,60
DMF,TOMÁS AZEVEDO,VITÓRIA SETÚBAL,PORTUGAL,180,78,18,C,60
GK,L.ASHBY-HAMMOND,WEST LONDON WHITE,ENGLAND,184,75,17,C,60
GK,L. NTUMBA,DIJON,FRANCE,193,78,17,C,60
CB,M. SIMAKAN,STRASBOURG,FRANCE,180,78,18,C,60
CMF,A. BRADLEY,WEST MIDLANDS STRIPES,FINLAND,178,64,19,C,60
CF,Đ. JOVANOVIĆ,LOKEREN,SERBIA,184,77,19,C,60
CF,H. MCKIRDY,WEST MIDLANDS VILLAGE,ENGLAND,175,70,21,C,60
CF,D. PARKHOUSE,YH RED BLACK,NORTHERN IRELAND,186,77,19,C,60
CF,J. GELHARDT,LN AZURE BLUE WHITE,ENGLAND,170,68,16,C,60
LB,I. UMBDENSTOCK,SOCHAUX,FRANCE,178,67,19,C,60
CB,S. FERRARESI,SASSUOLO,ITALY,180,78,18,C,60
DMF,A. ARIZA,ATLÉTICO BUCARAMANGA,COLOMBIA,187,72,20,C,60
GK,T. KUCZ,BAYER LEVERKUSEN,POLAND,185,78,19,C,60
RB,D. SPENCE,TEESSIDE,ENGLAND,184,78,18,C,60
CB,A. CURRY,YORKSHIRE ORANGE,ENGLAND,185,78,21,C,60
CB,T. MAVROMATIS,PANATHINAIKOS,GREECE,185,77,21,C,60
CF,V. ARZAYUS,BOYACÁ CHICÓ,COLOMBIA,175,72,26,C,60
LB,A. ARROYO,GENT,COLOMBIA,178,70,19,C,60
GK,M. TRAVERS,EAST DORSETSHIRE,IRELAND,191,82,19,C,60
LB,A. LEWIS,WEST GLAMORGAN CITY,WALES,179,62,20,C,60
CB,S. WOODS,SOUTH NORWOOD,ENGLAND,186,77,20,C,60
AMF,G. MCGREGOR,SOUTH NORWOOD,ENGLAND,176,71,19,C,60
CF,J. ZEA,DEPORTIVO CALI,COLOMBIA,175,72,19,C,60
LB,C. HINESTROZA,AMÉRICA DE CALI,COLOMBIA,175,72,19,C,60
CF,J. LUGO,AMÉRICA DE CALI,COLOMBIA,175,72,19,C,60
GK,PAULO VITOR,RIO AVE,BRAZIL,190,75,30,C,60
CB,C. SALOMON,UNIVERSIDAD CATÓLICA,CHILE,184,68,18,C,60
CF,S. PARADA,SAN LUIS,CHILE,169,70,18,C,60

CB,ALEXANDROS T.,PANATHINAIKOS,GREECE,189,87,21,C,60
DMF,C. COVENTRY,EAST LONDON,IRELAND,175,65,18,C,60
CF,S. JAMIESON,ST. MIRREN,SCOTLAND,174,65,19,C,60
RMF,H. ELLIOT,WEST LONDON WHITE,ENGLAND,167,61,15,C,60
LMF,J. VEJVAR,SLAVIA PRAHA,CZECH REPUBLIC,180,78,20,C,60
CMF,L. SHAW,SOUTH YORKSHIRE BLUES,ENGLAND,178,63,17,C,60
GK,J. MARSDEN,HAMILTON ACADEMICAL,ENGLAND,185,70,22,C,60
LMF,K. CABRAL,VALENCIENNES,FRANCE,179,56,19,C,60
GK,K. AL SENAANI,AL JAZIRA,UNITED ARAB EMIRATES,182,65,29,C,60
LMF,CHO YOUNG-CHEOL,ULSAN HYUNDAI FC,REPUBLIC OF KOREA,182,74,29,C,60
GK,DAWOUD SULAIMAN,AL AIN,UNITED ARAB EMIRATES,174,65,28,C,60
DMF,WANG JIE,TIANJIN QUANJIAN,CHINA,183,78,29,C,60
LB,ALI SANAD,AL RAYYAN,QATAR,173,65,33,C,60
CB,A. YASSER,AL RAYYAN,QATAR,181,79,24,C,60
CMF,K. MAKHARADZE,LOKOMOTIV,GEORGIA,187,66,31,C,60
GK,YANG JUN,TIANJIN QUANJIAN,CHINA,187,76,37,C,60
CB,DAME TRAORÉ,AL DUHAIL,QATAR,188,91,32,C,60
CF,M. SIMON,SYDNEY FC,AUSTRALIA,188,79,32,C,60
CB,YOUNES YAGHOOB,AL RAYYAN,QATAR,182,79,32,C,60
CB,I. MAJID,AL SADD,QATAR,185,77,28,C,60
CF,KIM SU-AN,ULSAN HYUNDAI FC,REPUBLIC OF KOREA,192,80,25,C,60
CF,WANG JUNHUI,GUANGZHOU EVERGRANDE,CHINA,180,80,23,C,60
CB,B. YULDASHOV,LOKOMOTIV,UZBEKISTAN,183,76,25,C,60
LB,S. MUSTAFOEV,LOKOMOTIV,UZBEKISTAN,174,70,27,C,60
CMF,K. KHALFAN,AL AIN,UNITED ARAB EMIRATES,169,80,22,C,60
CMF,SON JOON-HO,JEONBUK HYUNDAI MOTORS,REPUBLIC OF KOREA,178,73,26,C,60
CMF,LEE JONG-SUNG,SUWON SAMSUNG BLUEWINGS,REPUBLIC OF KOREA,186,70,26,C,60
CMF,B. RASAN BONYAN,PERSEPOLIS,IRAQ,175,80,22,C,60
RB,BAE JAE-WOO,JEJU UNITED,REPUBLIC OF KOREA,175,67,25,C,60
CMF,LEE CHAN-DONG,JEJU UNITED,REPUBLIC OF KOREA,183,80,25,C,60
LWF,LEE EUN-BEOM,JEJU UNITED,REPUBLIC OF KOREA,182,72,23,C,60
SS,LEE SANG-HEON,ULSAN HYUNDAI FC,REPUBLIC OF KOREA,178,68,20,C,60

DMF,KIM JOON-HYUNG,SUWON SAMSUNG BLUEWINGS,REPUBLIC OF KOREA,177,73,22,C,60
GK,A. AL AMERI,AL JAZIRA,UNITED ARAB EMIRATES,185,80,20,C,60
CB,M. AL ATTAS,AL JAZIRA,UNITED ARAB EMIRATES,175,68,21,C,60
CF,ZAYED AL AMERI,AL JAZIRA,UNITED ARAB EMIRATES,180,70,21,C,60
DMF,N. ABDELHADI,AL WAHDA,UNITED ARAB EMIRATES,168,69,29,C,60
GK,RASHED ALI,AL WAHDA,UNITED ARAB EMIRATES,179,76,29,C,60
RB,K. EBRAHEIM,AL WAHDA,UNITED ARAB EMIRATES,175,70,21,C,60
LB,M. SATTARI,ZOB AHAN,IRAN,180,70,25,C,60
LWF,E. ALVANZADEH,PERSEPOLIS,IRAN,175,68,24,C,60
GK,A. DARVISHVAND,PERSEPOLIS,IRAN,194,80,21,C,60
CMF,A. ANAD,AL RAYYAN,QATAR,170,68,23,C,60
CB,YU HAO,SHANGHAI SIPG,CHINA,185,67,21,C,60
CF,SU YUANJIE,TIANJIN QUANJIAN,CHINA,180,72,23,C,60
CMF,ABDALLA RAMADAN,AL JAZIRA,EGYPT,175,69,20,C,60
LMF,KHALIFA MUBARAK,AL JAZIRA,UNITED ARAB EMIRATES,170,68,20,C,60
RMF,A. BAHARVAND,PERSEPOLIS,IRAN,179,68,20,C,60
CMF,SALEM ABDULLAH,AL WAHDA,UNITED ARAB EMIRATES,170,68,20,C,60
CB,SUROUR MASOUD,AL WASL,UNITED ARAB EMIRATES,177,68,25,C,60
CF,ALI SALEH,AL WASL,UNITED ARAB EMIRATES,170,68,18,C,60
CMF,K. AL SHAIBANI,AL WASL,UNITED ARAB EMIRATES,170,63,21,C,60
CB,FARIS KHALIL,AL WASL,UNITED ARAB EMIRATES,177,61,18,C,60
RB,JEONG DA-HOOEON,JEJU UNITED,REPUBLIC OF KOREA,181,78,31,C,60
GK,MOON KWANG-SEOK,JEJU UNITED,REPUBLIC OF KOREA,187,82,20,C,60
CB,KIM KI-YOUNG,ULSAN HYUNDAI FC,REPUBLIC OF KOREA,170,68,22,C,60
CB,LEE JAE-SUNG,JEONBUK HYUNDAI MOTORS,REPUBLIC OF KOREA,187,75,30,C,60
CB,G. GAYBULLAEV,NASAF,UZBEKISTAN,180,78,22,C,60
RWF,I. KENJABAEV,NASAF,UZBEKISTAN,180,78,19,C,60
CMF,A. MOZGOVOY,NASAF,UZBEKISTAN,180,78,18,C,60
CB,I. ALIJANOV,NASAF,UZBEKISTAN,181,84,20,C,60
DMF,R. MAIKAMI,BURIRAM UNITED,THAILAND,174,65,20,C,60
CB,M. AL NAIMI,AL DUHAIL,QATAR,170,68,18,C,60
CB,Š. GREGOV,TRACTORSAZI TABRIZ,CROATIA,189,84,29,C,60

CB,A. ESMAEILI,TRACTORSAZI TABRIZ,IRAN,184,68,22,C,60
CF,M. AZADI,TRACTORSAZI TABRIZ,IRAN,188,68,19,C,60
GK,M. BAHRAMI,TRACTORSAZI TABRIZ,IRAN,192,68,20,C,60
LB,KIM DONG-JIN,KITCHEE,REPUBLIC OF KOREA,184,78,36,C,60
CF,TARRÉS JORDI,KITCHEE,HONG KONG,180,72,37,C,60
LB,DANIEL CANCELA,KITCHEE,HONG KONG,176,71,37,C,60
CF,LUCAS,KITCHEE,BRAZIL,183,91,28,C,60
CF,CHAN KA SHING,KITCHEE,HONG KONG,170,68,18,C,60
AMF,J. LUM,KITCHEE,AUSTRALIA,176,72,26,C,60
RMF,Z. LAM,KITCHEE,GERMANY,175,67,27,C,60
CB,WEN JUNJIE,TIANJIN QUANJIAN,CHINA,184,68,21,C,60
CF,A. GHAREEB,AL AHLI,SAUDI ARABIA,174,68,21,C,60
CMF,B. ELLITHI,AL SADD,QATAR,170,68,19,C,60
CB,KHALID MUBARAK,AL SADD,QATAR,170,68,20,C,60
RB,SONG JOON-PYUNG,SUWON SAMSUNG BLUEWINGS,REPUBLIC OF KOREA,174,66,22,C,60
RMF,T. PAYNE,Free Agents,NEW ZEALAND,179,73,24,C,59
CB,M. DEVLIN,ABERDEEN,SCOTLAND,188,80,25,C,59
CB,S. WARMOLTS,EMMEN,NETHERLANDS,182,75,24,C,59
GK,R. STEWART,LIVINGSTON,SCOTLAND,188,71,23,C,59
RB,E. SAAVEDRA,Free Agents,BOLIVIA,173,66,22,C,59
RB,JOSÉ SAGREDO,Free Agents,BOLIVIA,180,67,24,C,59
DMF,E. LIEFTINK,WILLEM II,NETHERLANDS,186,80,24,C,59
GK,E. SALLES,GRENOBLE FOOT 38,FRANCE,187,80,24,C,59
LB,Q. LECOEUCHE,ORLÉANS,FRANCE,172,65,24,C,59
DMF,S. MARREH,KAS EUPEN,GAMBIA,184,73,22,C,59
LB,D. WYNNE,Free Agents,NEW ZEALAND,175,75,23,C,59
CF,K. MELLADO,DEPORTES IQUIQUE,CHILE,179,80,20,C,59
CB,J. PEREYRA,SAN LUIS,URUGUAY,180,70,24,C,59
CMF,C. LEWIS,Free Agents,NEW ZEALAND,171,72,21,C,59
CF,SAVIO,VITÓRIA SETÚBAL,BRAZIL,189,83,22,C,59
DMF,E. DABO,VALENCIENNES,SENEGAL,181,71,23,C,59
CF,E. MAANANE,GRENOBLE FOOT 38,FRANCE,182,75,23,C,59

CB,M. ESTAY,SAN LUIS,CHILE,180,80,19,C,59
AMF,R. DE VOS,EMMEN,NETHERLANDS,180,80,22,C,59
CF,L. DI YORIO,ALDOSIVI,ARGENTINA,180,80,27,C,59
CMF,L. GÓMEZ,BANFIELD,ARGENTINA,163,66,22,C,59
LWF,V. HENRY,BREST,FRANCE,178,73,25,C,59
CB,T. OUDE KOTTE,EXCELSIOR,NETHERLANDS,184,80,22,C,59
CMF,M. COLLAO,ANTOFAGASTA,CHILE,180,80,28,C,59
GK,SAMUEL PÉREZ,CL PURPLE,SPAIN,191,76,21,C,59
RB,DIGA,FEIRENSE,PORTUGAL,173,69,20,C,59
CB,N. TARAVEL,GRENOBLE FOOT 38,FRANCE,187,80,24,C,59
RMF,E. BOURGAUD,RED STAR,FRANCE,178,77,31,C,59
GK,S. PEREZ,PALESTINO,CHILE,180,76,28,C,59
CMF,I. OCAMPO,DEPORTES IQUIQUE,CHILE,165,63,18,C,59
CMF,A. CACI,STRASBOURG,FRANCE,184,70,21,C,59
DMF,T. VAN DE BERG,HERACLES,NETHERLANDS,180,78,21,C,59
RB,O. KAKAY,NORTH WEST LONDON,ENGLAND,180,72,21,C,59
CF,M. LÓPEZ,BANFIELD,ARGENTINA,181,74,21,C,59
CF,C. GUTIÉRREZ,ANTOFAGASTA,CHILE,168,80,28,C,59
CB,J. THORNILEY,SOUTH YORKSHIRE BLUES,ENGLAND,180,78,22,C,59
CF,GABRIELZINHO,RIO AVE,BRAZIL,171,64,22,C,59
DMF,V. WOJTKOWIAK,RC LENS,FRANCE,184,72,21,C,59
CF,M. NDJOLI,KILMARNOCK,ENGLAND,180,78,28,C,59
CB,J. GRAYSON,LANCASHIRE BLUE,ENGLAND,178,74,19,C,59
LB,L. FAYE,VITESSE,NETHERLANDS,170,65,20,C,59
LB,F. CAMARA,GAZÉLEC AJACCIO,GUINEA,175,70,20,C,59
CF,Q. BENA,NIORT,FRANCE,184,76,20,C,59
CB,M. CAMARA,OLYMPIAKOS PIRAEUS,GUINEA,182,75,21,C,59
CF,A. JAKUPOVIC,EMPOLI,AUSTRIA,186,78,20,C,59
